Account_id,Tenure,Contract,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges
1449-XQEMT,3,Month-to-month,Mailed check,Yes,19.8,58.15
2626-URJFX,4,Month-to-month,Electronic check,Yes,50.9,225.6
2612-RRIDN,4,Month-to-month,Electronic check,Yes,81.0,340.85
4735-ASGMA,26,Month-to-month,Electronic check,Yes,98.35,2515.3
3669-LVWZB,5,Month-to-month,Mailed check,Yes,51.0,305.95
6892-EZDTG,4,Month-to-month,Electronic check,Yes,91.65,365.4
9725-SCPZG,1,Month-to-month,Electronic check,Yes,90.85,90.85
5884-GCYMI,1,Month-to-month,Mailed check,No,69.4,69.4
3217-FZDMN,8,Month-to-month,Credit card (automatic),Yes,94.45,742.95
7853-GVUDZ,1,Month-to-month,Credit card (automatic),Yes,20.15,20.15
7480-QNVZJ,50,Month-to-month,Electronic check,Yes,95.7,4816.7
3943-KDREE,26,Month-to-month,Bank transfer (automatic),Yes,74.95,1834.95
9239-ZBZZV,6,Month-to-month,Electronic check,Yes,47.95,305.1
4398-HSCJH,3,Month-to-month,Electronic check,Yes,63.6,155.65
4430-UZIPO,3,Month-to-month,Mailed check,Yes,36.85,108.7
4855-SNKMY,1,Month-to-month,Electronic check,Yes,44.1,44.1
8008-HAWED,14,Month-to-month,Electronic check,Yes,50.75,712.75
7124-UGSUR,61,One year,Credit card (automatic),Yes,104.4,6405
1862-SKORY,40,Month-to-month,Electronic check,Yes,39.3,1637.4
1502-XFCVR,58,One year,Electronic check,Yes,106.45,6145.85
9692-TUSXH,18,Month-to-month,Electronic check,Yes,96.05,1740.7
7912-SYRQT,7,Month-to-month,Bank transfer (automatic),Yes,75.1,552.95
4816-JBHOV,2,Month-to-month,Electronic check,Yes,44.7,93.7
8292-TYSPY,19,Month-to-month,Credit card (automatic),Yes,55.0,1046.5
1867-BDVFH,11,Month-to-month,Electronic check,Yes,74.35,834.2
2359-QWQUL,39,One year,Credit card (automatic),Yes,104.7,4134.85
9103-TCIHJ,15,Month-to-month,Mailed check,Yes,55.7,899.8
4140-WJAWW,5,Month-to-month,Credit card (automatic),No,19.85,108.05
6653-CBBOM,1,Month-to-month,Electronic check,Yes,70.3,70.3
3247-ZVOUO,10,Month-to-month,Electronic check,No,85.55,851.75
6101-IMRMM,6,Month-to-month,Mailed check,No,94.5,575.45
1268-ASBGA,16,Month-to-month,Credit card (automatic),Yes,85.35,1375.15
8943-URTMR,2,Month-to-month,Mailed check,Yes,79.65,152.7
4713-LZDRV,2,Month-to-month,Electronic check,Yes,79.6,195.05
4325-NFSKC,19,Month-to-month,Electronic check,Yes,90.6,1660
2955-PSXOE,1,Month-to-month,Bank transfer (automatic),Yes,20.2,20.2
7762-URZQH,66,Two year,Credit card (automatic),Yes,106.05,6981.35
6907-NZZIJ,36,Month-to-month,Electronic check,Yes,99.15,3615.6
2911-UREFD,39,Month-to-month,Electronic check,No,55.9,2184.35
3744-ZRRDZ,21,Month-to-month,Electronic check,Yes,82.35,1852.85
5673-TIYIB,2,Month-to-month,Credit card (automatic),Yes,40.4,77.15
1602-IJQQE,4,Month-to-month,Electronic check,No,75.35,338.1
4628-WQCQQ,35,One year,Electronic check,Yes,85.15,3030.6
1644-IRKSF,33,One year,Electronic check,Yes,93.8,3124.5
3705-PSNGL,45,One year,Electronic check,Yes,20.4,930.45
6502-HCJTI,7,Month-to-month,Credit card (automatic),Yes,94.7,673.1
2606-RMDHZ,6,Month-to-month,Credit card (automatic),Yes,30.5,208.7
8258-GSTJK,3,Month-to-month,Electronic check,Yes,77.0,237.75
6861-OKBCE,11,Month-to-month,Credit card (automatic),No,20.1,221.35
9940-RHLFB,1,Month-to-month,Electronic check,No,75.3,75.3
2995-UPRYS,40,One year,Credit card (automatic),Yes,99.2,4062.2
6686-YPGHK,47,Month-to-month,Mailed check,No,85.5,4042.3
1383-EZRWL,7,Month-to-month,Mailed check,No,20.05,164.85
4759-TRPLW,1,Month-to-month,Electronic check,No,70.4,70.4
8563-IIOXK,7,One year,Electronic check,Yes,49.75,331.3
8020-BWHYL,15,Month-to-month,Credit card (automatic),Yes,75.3,1147.45
2982-VPSGI,11,Month-to-month,Electronic check,Yes,94.0,1078.9
8199-ZLLSA,67,One year,Bank transfer (automatic),Yes,118.35,7804.15
4625-EWPTF,8,Month-to-month,Electronic check,Yes,30.45,226.45
5980-NOPLP,44,Month-to-month,Electronic check,Yes,96.1,4364.1
6892-XPFPU,24,Month-to-month,Electronic check,Yes,104.25,2433.9
8010-EZLOU,15,Month-to-month,Electronic check,Yes,80.2,1217.25
9874-QLCLH,17,Month-to-month,Electronic check,Yes,104.2,1743.5
8062-YBDOE,1,Month-to-month,Electronic check,Yes,69.65,69.65
6000-APYLU,9,Month-to-month,Electronic check,Yes,80.8,713.1
0947-IDHRQ,7,Month-to-month,Mailed check,Yes,80.3,526.7
3672-YITQD,36,Month-to-month,Electronic check,Yes,84.1,3021.6
9048-JVYVF,3,Month-to-month,Electronic check,Yes,69.35,191.35
8988-ECPJR,34,Month-to-month,Mailed check,Yes,79.6,2718.3
3776-EKTKM,1,Month-to-month,Electronic check,Yes,36.45,36.45
1902-XBTFB,22,Month-to-month,Electronic check,Yes,89.4,2001.5
0643-OKLRP,47,Month-to-month,Electronic check,No,80.35,3825.85
9381-NDKME,24,Month-to-month,Credit card (automatic),Yes,40.65,933.3
2794-XIMMO,53,One year,Electronic check,Yes,60.45,3184.25
8382-SHQEH,8,Month-to-month,Electronic check,Yes,84.9,764.95
2983-ZANRP,2,Month-to-month,Bank transfer (automatic),Yes,73.55,145.4
7845-URHJN,8,Month-to-month,Bank transfer (automatic),No,20.15,156.25
3034-ZBEQN,48,One year,Mailed check,No,34.7,1604.5
8327-LZKAS,43,One year,Electronic check,Yes,107.55,4533.9
1075-BGWOH,16,Month-to-month,Electronic check,Yes,98.75,1587.55
0302-JOIVN,8,Month-to-month,Electronic check,No,101.15,842.9
5366-IJEQJ,20,Month-to-month,Electronic check,Yes,88.7,1761.45
1981-INRFU,2,Month-to-month,Electronic check,Yes,79.75,164.5
4971-PUYQO,27,Month-to-month,Mailed check,Yes,94.55,2724.6
8485-GJCDN,5,Month-to-month,Mailed check,Yes,69.05,318.5
1527-SXDPN,52,Two year,Bank transfer (automatic),Yes,96.25,4990.25
6029-WTIPC,37,Month-to-month,Electronic check,Yes,101.1,3744.05
8634-CILSZ,69,One year,Bank transfer (automatic),Yes,104.7,7220.35
6682-QJDGB,40,Month-to-month,Mailed check,Yes,55.25,2139.2
8780-IXSTS,6,Month-to-month,Electronic check,Yes,90.1,521.3
9530-EHPOH,11,Month-to-month,Electronic check,No,53.75,608
0345-HKJVM,6,Month-to-month,Electronic check,No,89.3,577.6
3049-SOLAY,3,Month-to-month,Electronic check,Yes,95.2,292.85
3317-HRTNN,5,Month-to-month,Electronic check,No,45.7,198
3235-ETOOB,8,Month-to-month,Electronic check,Yes,74.5,609.9
8058-INTPH,1,Month-to-month,Electronic check,Yes,79.65,79.65
5569-OUICF,28,Month-to-month,Credit card (automatic),Yes,101.3,2812.2
8821-XNHVZ,1,Month-to-month,Mailed check,Yes,80.05,80.05
2082-OJVTK,29,Month-to-month,Electronic check,Yes,89.2,2698.35
5940-NFXKV,19,Month-to-month,Electronic check,Yes,83.65,1465.75
8053-WWDRO,6,Month-to-month,Bank transfer (automatic),No,19.5,146.3
9564-KCLHR,1,Month-to-month,Mailed check,No,51.25,51.25
2082-CEFLT,1,Month-to-month,Electronic check,Yes,45.6,45.6
1213-NGCUN,6,Month-to-month,Bank transfer (automatic),Yes,49.65,267.35
5688-KZTSN,15,Month-to-month,Electronic check,Yes,20.0,288.05
2894-QOJRX,25,Month-to-month,Bank transfer (automatic),Yes,34.0,853
5747-PMBSQ,10,Month-to-month,Mailed check,Yes,92.5,934.1
3143-JQEGI,13,Month-to-month,Electronic check,No,88.35,1222.8
6386-SZZKH,49,Two year,Bank transfer (automatic),Yes,107.95,5293.2
2982-IHMFT,1,Month-to-month,Mailed check,Yes,74.45,74.45
3521-SYVOR,37,Month-to-month,Electronic check,Yes,64.75,2345.2
9526-JAWYF,26,Month-to-month,Electronic check,No,89.8,2335.3
5649-VUKMC,12,One year,Mailed check,No,95.5,1115.15
5143-EGQFK,10,Month-to-month,Electronic check,Yes,29.65,291.4
4919-IKATY,5,Month-to-month,Electronic check,Yes,84.5,453.75
9050-QLROH,18,Month-to-month,Credit card (automatic),Yes,90.7,1597.25
6168-WFVVF,3,Month-to-month,Electronic check,Yes,70.3,235.5
0877-SDMBN,54,One year,Bank transfer (automatic),Yes,103.95,5639.05
8065-YKXKD,10,Month-to-month,Electronic check,Yes,74.75,799.65
9637-EIHEQ,1,Month-to-month,Electronic check,Yes,50.8,50.8
9689-PTNPG,2,Month-to-month,Electronic check,Yes,80.25,144.55
9465-RWMXL,32,Month-to-month,Electronic check,Yes,78.9,2447.95
2362-IBOOY,36,Month-to-month,Electronic check,Yes,84.75,3050.15
0843-WTBXE,53,Month-to-month,Bank transfer (automatic),No,85.45,4517.25
5515-IDEJJ,1,Month-to-month,Mailed check,No,19.9,19.9
7450-NWRTR,12,Month-to-month,Electronic check,Yes,99.45,1200.15
5376-DEQCP,1,Month-to-month,Electronic check,Yes,70.6,70.6
9095-HFAFX,5,Month-to-month,Credit card (automatic),Yes,81.0,389.6
2379-ENZGV,6,Month-to-month,Electronic check,Yes,84.85,523.5
6005-OBZPH,26,Month-to-month,Electronic check,Yes,89.15,2277.65
7932-WPTDS,1,Month-to-month,Electronic check,Yes,24.8,24.8
2722-VOJQL,64,One year,Credit card (automatic),Yes,105.65,6903.1
5228-EXCET,13,Month-to-month,Electronic check,Yes,80.85,1008.7
7394-FKDNK,9,Month-to-month,Electronic check,No,89.45,853.1
6331-LWDTQ,10,Month-to-month,Credit card (automatic),Yes,72.15,794.25
1597-FZREH,2,Month-to-month,Electronic check,No,76.4,160.8
7000-WCEVQ,20,Month-to-month,Mailed check,Yes,61.6,1174.35
0727-IWKVK,9,Month-to-month,Electronic check,Yes,79.9,741.7
5959-BELXA,32,Month-to-month,Credit card (automatic),Yes,96.15,3019.25
3512-IZIKN,70,Two year,Credit card (automatic),No,65.3,4759.75
6141-OOXUQ,1,Month-to-month,Mailed check,No,19.65,19.65
7503-ZGUZJ,1,Month-to-month,Mailed check,Yes,84.65,84.65
2506-TNFCO,1,Month-to-month,Electronic check,Yes,69.55,69.55
8718-PTMEZ,13,Month-to-month,Electronic check,Yes,31.05,347.25
2207-OBZNX,7,Month-to-month,Mailed check,Yes,51.0,354.05
6142-VSJQO,1,Month-to-month,Bank transfer (automatic),Yes,44.35,44.35
6437-UKHMV,7,Month-to-month,Electronic check,Yes,79.7,586.05
1114-CENIM,54,Month-to-month,Credit card (automatic),Yes,55.0,3092.65
6060-DRTNL,5,Month-to-month,Mailed check,Yes,84.85,415.55
8473-VUVJN,1,Month-to-month,Electronic check,Yes,73.65,73.65
6289-CPNLD,33,One year,Mailed check,Yes,73.9,2405.05
5536-SLHPM,55,Month-to-month,Electronic check,Yes,77.75,4458.15
0196-VULGZ,6,Month-to-month,Electronic check,Yes,84.35,474.9
8837-VVWLQ,8,Month-to-month,Electronic check,No,84.95,668.4
2696-NARTR,11,Month-to-month,Electronic check,Yes,73.85,926.25
7614-QVWQL,49,One year,Bank transfer (automatic),Yes,51.8,2541.25
1976-CFOCS,1,Month-to-month,Electronic check,No,46.0,46
4631-OACRM,15,Month-to-month,Electronic check,Yes,79.4,1156.1
3755-JBMNH,16,Month-to-month,Bank transfer (automatic),Yes,71.8,1167.8
6345-ULYRW,44,One year,Mailed check,No,88.4,3912.9
1809-DMJHQ,5,Month-to-month,Mailed check,No,46.0,221.7
6923-EFPNL,4,Month-to-month,Credit card (automatic),No,51.75,201.1
9574-RKJIF,30,Month-to-month,Electronic check,Yes,94.4,2838.7
2619-WFQWU,1,Month-to-month,Mailed check,Yes,70.15,70.15
0778-NELLA,9,Month-to-month,Credit card (automatic),Yes,34.7,296.1
4614-NUVZD,1,Month-to-month,Electronic check,Yes,81.1,81.1
3803-KMQFW,1,Month-to-month,Mailed check,No,20.55,20.55
6804-GDMOI,61,Two year,Electronic check,Yes,106.6,6428.4
9572-MTILT,59,Month-to-month,Electronic check,Yes,106.75,6252.9
9611-CTWIH,3,Month-to-month,Electronic check,Yes,89.45,240.45
0329-GTIAJ,3,Month-to-month,Electronic check,Yes,97.9,315.3
6629-CZTTH,1,Month-to-month,Mailed check,Yes,55.7,55.7
5364-EVNIB,13,Month-to-month,Electronic check,Yes,79.8,973.45
5087-SUURX,18,Month-to-month,Electronic check,Yes,39.05,669.85
0013-EXCHZ,3,Month-to-month,Mailed check,Yes,83.9,267.4
5550-VFRLC,1,Month-to-month,Electronic check,Yes,69.85,69.85
4929-BSTRX,1,Month-to-month,Mailed check,Yes,53.55,53.55
2225-ZRGSG,70,Two year,Bank transfer (automatic),No,93.9,6579.05
5271-YNWVR,68,Two year,Electronic check,Yes,113.15,7856
2657-ALMWY,26,Month-to-month,Electronic check,No,84.95,2169.75
6330-JKLPC,11,Month-to-month,Bank transfer (automatic),Yes,80.5,896.9
4667-OHGKG,1,Month-to-month,Mailed check,Yes,19.3,19.3
1660-HSOOQ,1,Month-to-month,Mailed check,Yes,49.65,49.65
7253-UVNDW,46,Two year,Credit card (automatic),No,54.35,2460.15
7228-OMTPN,4,Month-to-month,Electronic check,Yes,88.45,370.65
6284-AHOOQ,22,Month-to-month,Bank transfer (automatic),Yes,90.5,1910.6
2344-JMOGN,9,Month-to-month,Mailed check,Yes,94.85,890.6
3799-ISUZQ,7,Month-to-month,Bank transfer (automatic),Yes,69.95,529.5
1794-HBQTJ,1,Month-to-month,Credit card (automatic),Yes,48.6,48.6
2460-FPSYH,40,Month-to-month,Electronic check,Yes,55.8,2109.35
4818-DRBQT,29,Month-to-month,Bank transfer (automatic),Yes,80.15,2265.25
1320-HTRDR,3,Month-to-month,Electronic check,Yes,75.5,220.6
1493-AMTIE,1,Month-to-month,Bank transfer (automatic),Yes,20.2,20.2
6424-ELEYH,3,Month-to-month,Credit card (automatic),Yes,74.75,229.5
4391-RESHN,23,Month-to-month,Mailed check,Yes,104.05,2470.1
6821-BUXUX,13,Month-to-month,Electronic check,Yes,96.65,1244.5
5028-HTLJB,1,Month-to-month,Mailed check,No,20.05,20.05
9801-GDWGV,39,Month-to-month,Electronic check,Yes,103.45,3994.45
2320-JRSDE,1,Month-to-month,Electronic check,Yes,19.9,19.9
0601-WZHJF,14,Month-to-month,Electronic check,No,46.35,667.7
5143-WMWOG,1,Month-to-month,Electronic check,No,19.95,19.95
5393-RXQSZ,1,Month-to-month,Electronic check,No,79.6,79.6
0231-LXVAP,1,Month-to-month,Electronic check,Yes,75.9,75.9
9444-JTXHZ,1,Month-to-month,Electronic check,No,76.2,76.2
5510-BOIUJ,1,Month-to-month,Mailed check,No,19.25,19.25
4471-KXAUH,42,Month-to-month,Electronic check,Yes,84.3,3588.4
7638-QVMVY,7,Month-to-month,Electronic check,Yes,79.0,522.95
3244-DCJWY,1,Month-to-month,Electronic check,Yes,70.25,70.25
0875-CABNR,10,Month-to-month,Credit card (automatic),Yes,84.6,865.55
7812-FZHPE,17,Month-to-month,Mailed check,No,24.1,409.9
4797-AXPXK,1,Month-to-month,Electronic check,Yes,60.0,60
5229-PRWKT,8,Month-to-month,Electronic check,Yes,86.55,649.65
6982-UQZLY,1,Month-to-month,Mailed check,Yes,20.85,20.85
5057-LCOUI,39,Month-to-month,Electronic check,Yes,50.75,2011.4
0193-ESZXP,58,One year,Credit card (automatic),Yes,105.5,6205.5
4369-HTUIF,6,Month-to-month,Bank transfer (automatic),Yes,85.15,503.6
0156-FVPTA,22,Month-to-month,Electronic check,Yes,54.2,1152.7
1984-FCOWB,70,One year,Electronic check,Yes,109.5,7674.55
0654-HMSHN,21,Month-to-month,Electronic check,No,104.4,2157.95
5287-QWLKY,71,Month-to-month,Credit card (automatic),Yes,105.1,7548.1
5196-SGOAK,1,Month-to-month,Electronic check,Yes,75.7,75.7
1891-UAWWU,20,Month-to-month,Electronic check,No,90.8,1951
6108-OQZDQ,4,Month-to-month,Electronic check,Yes,97.95,384.5
0363-QJVFX,32,Month-to-month,Credit card (automatic),Yes,108.15,3432.9
9840-DVNDC,6,Month-to-month,Credit card (automatic),Yes,80.5,463.05
3096-JRDSO,27,Month-to-month,Bank transfer (automatic),Yes,104.3,2867.75
8042-JVNFH,1,Month-to-month,Mailed check,Yes,71.35,71.35
3374-LXDEV,13,Month-to-month,Electronic check,No,89.4,1132.35
5049-GLYVG,1,Month-to-month,Mailed check,No,20.6,20.6
5883-GTGVD,19,Month-to-month,Electronic check,Yes,99.95,1931.75
4817-QRJSX,10,Month-to-month,Credit card (automatic),Yes,81.0,818.05
2398-YPMUR,13,Month-to-month,Electronic check,Yes,70.15,916.75
9985-MWVIX,1,Month-to-month,Mailed check,Yes,70.15,70.15
1265-XTECC,68,One year,Credit card (automatic),Yes,96.55,6581.9
2237-ZFSMY,39,One year,Electronic check,Yes,95.55,3692.85
4871-JTKJF,1,Month-to-month,Electronic check,Yes,69.65,69.65
1415-YFWLT,1,Month-to-month,Electronic check,Yes,89.3,89.3
6711-VTNRE,36,Month-to-month,Electronic check,Yes,87.55,3078.1
3500-RMZLT,15,Month-to-month,Mailed check,Yes,96.3,1426.75
4548-SDBKE,5,Month-to-month,Electronic check,Yes,85.2,474.8
8066-POXGX,13,Month-to-month,Electronic check,Yes,35.1,446.1
4143-OOBWZ,5,Month-to-month,Electronic check,Yes,81.3,416.3
7854-EKTJL,2,Month-to-month,Electronic check,Yes,19.6,35.85
9102-IAYHT,17,Month-to-month,Electronic check,Yes,85.45,1451.6
3422-LYEPQ,1,Month-to-month,Electronic check,Yes,71.0,71
2642-DTVCO,9,Month-to-month,Electronic check,Yes,85.05,746.5
4361-JEIVL,1,Month-to-month,Electronic check,Yes,44.4,44.4
1363-TXLSL,1,Month-to-month,Electronic check,Yes,70.3,70.3
9507-EXLTT,1,Month-to-month,Bank transfer (automatic),Yes,79.35,79.35
9846-GKXAS,9,Month-to-month,Bank transfer (automatic),Yes,90.8,809.75
6017-PPLPX,20,Month-to-month,Electronic check,Yes,70.45,1470.95
7136-RVDTZ,70,One year,Electronic check,Yes,45.25,3264.45
4581-SSPWD,3,Month-to-month,Electronic check,Yes,75.8,246.3
6927-WTFIV,20,Month-to-month,Credit card (automatic),No,71.3,1389.2
3398-ZOUAA,21,Month-to-month,Electronic check,Yes,69.1,1474.75
0378-NHQXU,17,Month-to-month,Electronic check,No,88.25,1460.65
4512-ZUIYL,2,Month-to-month,Bank transfer (automatic),No,70.0,153.05
7969-AULMZ,21,Month-to-month,Electronic check,Yes,97.35,2119.5
0568-ONFPC,5,Month-to-month,Bank transfer (automatic),Yes,25.9,135
0733-VUNUW,24,Month-to-month,Bank transfer (automatic),Yes,55.65,1400.55
4550-EVXNY,1,Month-to-month,Electronic check,Yes,69.65,69.65
2968-SSGAA,10,Month-to-month,Electronic check,Yes,100.6,1060.2
4844-JJWUY,1,Month-to-month,Electronic check,Yes,86.0,86
6777-TGHTM,53,One year,Credit card (automatic),Yes,106.95,5785.5
3538-WZPHD,3,Month-to-month,Electronic check,Yes,29.6,79.45
4785-QRJHC,46,One year,Bank transfer (automatic),Yes,59.9,2816.65
8610-WFCJF,49,Month-to-month,Electronic check,Yes,95.6,4783.5
4905-JEFDW,11,One year,Electronic check,Yes,41.6,470.6
7881-INRLC,45,Month-to-month,Credit card (automatic),Yes,100.85,4740
0117-LFRMW,37,Month-to-month,Bank transfer (automatic),No,40.2,1448.8
6172-FECYY,49,Month-to-month,Electronic check,No,84.5,4254.85
1965-AKTSX,14,Month-to-month,Electronic check,Yes,78.95,1101.85
4786-UKSNZ,1,Month-to-month,Mailed check,No,20.2,20.2
7248-VZQLC,47,Month-to-month,Bank transfer (automatic),Yes,85.2,3969.35
0011-IGKFF,13,Month-to-month,Electronic check,Yes,98.0,1237.85
4192-GORJT,5,Month-to-month,Electronic check,Yes,94.45,498.1
6496-SLWHQ,3,Month-to-month,Electronic check,Yes,105.0,294.45
9912-GVSEQ,26,Month-to-month,Electronic check,Yes,93.85,2381.55
5383-MMTWC,8,Month-to-month,Electronic check,Yes,84.0,613.4
7240-ETPTR,9,Month-to-month,Electronic check,Yes,48.75,442.2
2202-CUYXZ,1,Month-to-month,Electronic check,Yes,84.85,84.85
5995-OIGLP,12,Month-to-month,Mailed check,No,56.65,654.85
6261-RCVNS,42,One year,Credit card (automatic),No,73.9,3160.55
7951-QKZPL,33,Two year,Mailed check,Yes,24.5,740.3
3640-PHQXK,31,Month-to-month,Electronic check,Yes,89.9,2806.9
6877-LGWXO,18,Month-to-month,Electronic check,No,78.55,1422.65
8019-ENHXU,42,Month-to-month,Electronic check,Yes,99.45,4138.05
5167-GBFRE,4,Month-to-month,Bank transfer (automatic),Yes,25.2,102.5
9033-EOXWV,12,One year,Mailed check,No,74.05,872.65
1324-NLTJE,15,Month-to-month,Credit card (automatic),No,55.0,757.1
1522-VVDMG,7,Month-to-month,Electronic check,Yes,89.75,608.8
9185-TQCVP,14,Month-to-month,Electronic check,Yes,85.15,1139.2
5567-WSELE,3,Month-to-month,Electronic check,Yes,94.6,279.55
8063-RJYNF,16,Month-to-month,Electronic check,Yes,94.25,1483.25
0687-ZVTHB,65,One year,Credit card (automatic),No,72.45,4653.85
9661-ACXBS,42,Month-to-month,Electronic check,Yes,105.2,4400.75
3727-RJMEO,6,Month-to-month,Electronic check,Yes,82.85,460.25
6646-VRFOL,53,Month-to-month,Electronic check,Yes,103.85,5485.5
5685-IIXLY,5,Month-to-month,Electronic check,Yes,83.6,404.2
4250-ZBWLV,68,One year,Electronic check,No,108.45,7176.55
5095-AESKG,3,Month-to-month,Credit card (automatic),Yes,91.5,242.95
1871-MOWRM,12,Month-to-month,Bank transfer (automatic),No,80.85,866.45
2027-OAQQC,43,Month-to-month,Bank transfer (automatic),Yes,49.05,2076.2
9090-SGQXL,68,Month-to-month,Electronic check,Yes,105.3,7299.65
6595-YGXIT,25,Month-to-month,Electronic check,Yes,88.95,2291.2
9835-ZIITK,66,One year,Electronic check,Yes,110.85,7491.75
1555-DJEQW,70,Two year,Bank transfer (automatic),Yes,114.2,7723.9
5649-TJHOV,27,Month-to-month,Bank transfer (automatic),No,36.5,1032
0519-XUZJU,1,Month-to-month,Mailed check,No,70.75,70.75
6338-AVWCY,3,Month-to-month,Mailed check,Yes,40.15,130.75
9253-QXKBE,29,Month-to-month,Electronic check,Yes,94.45,2653.65
9445-SZLCH,36,Month-to-month,Bank transfer (automatic),Yes,97.35,3457.9
7568-PODML,1,Month-to-month,Mailed check,Yes,45.3,45.3
5349-IECLD,2,Month-to-month,Electronic check,No,94.95,178.1
3945-GFWQL,12,Month-to-month,Electronic check,Yes,44.55,480.6
3797-VTIDR,1,Month-to-month,Electronic check,Yes,23.45,23.45
9526-BIHHD,1,Month-to-month,Mailed check,No,29.7,29.7
4523-WXCEF,59,Month-to-month,Electronic check,No,101.1,6039.9
8364-TRMMK,3,Month-to-month,Mailed check,Yes,50.65,151.3
3063-QFSZL,1,Month-to-month,Electronic check,Yes,55.4,55.4
8775-LHDJH,1,Month-to-month,Electronic check,Yes,90.6,90.6
3097-NQYSN,2,Month-to-month,Mailed check,Yes,86.85,156.35
3565-UNOCC,29,Month-to-month,Bank transfer (automatic),Yes,99.05,2952.85
9249-FXSCK,52,One year,Credit card (automatic),Yes,111.25,5916.45
5493-SDRDQ,2,Month-to-month,Mailed check,Yes,55.1,113.35
0871-URUWO,13,Month-to-month,Credit card (automatic),Yes,102.25,1359
9190-MFJLN,19,Month-to-month,Credit card (automatic),Yes,95.9,1777.9
1095-JUDTC,47,Month-to-month,Electronic check,Yes,95.05,4504.55
0870-VEMYL,5,Month-to-month,Credit card (automatic),No,53.85,259.8
5385-SUIRI,52,Month-to-month,Electronic check,Yes,104.2,5568.35
3982-XWFZQ,42,Month-to-month,Electronic check,Yes,50.25,2203.65
4009-ALQFH,25,Month-to-month,Electronic check,Yes,99.5,2369.05
3627-FCRDW,9,Month-to-month,Electronic check,No,71.0,672.55
7562-GSUHK,16,Month-to-month,Credit card (automatic),Yes,93.2,1573.7
4903-UYAVB,5,Month-to-month,Mailed check,No,19.35,126.05
6776-TLWOI,3,Month-to-month,Mailed check,No,19.85,64.55
4077-CROMM,31,Month-to-month,Electronic check,Yes,104.2,3243.45
2868-MZAGQ,1,Month-to-month,Electronic check,Yes,79.25,79.25
4847-QNOKA,1,Month-to-month,Bank transfer (automatic),Yes,44.9,44.9
6379-RXJRQ,10,Month-to-month,Electronic check,Yes,70.1,659.65
8650-RHRKE,4,Month-to-month,Electronic check,Yes,29.65,118.5
0475-RIJEP,43,Month-to-month,Electronic check,Yes,77.85,3365.85
1260-TTRXI,4,Month-to-month,Electronic check,No,54.3,195.3
